МАРКА,МОДЕЛЬ,ГОД,КОЛИЧЕСТВО
Audi,audi-q8,2012,52345
Audi,audi-q8,2013,33913
Audi,audi-q8,2014,29975
Audi,audi-q8,2015,25225
Audi,audi-q8,2016,32744
Audi,audi-q8,2017,21898
Audi,audi-q8,2018,28951
Audi,audi-q8,2019,21055
Audi,audi-q8,2020,10030
Audi,audi-q8,2021,5490
Audi,audi-q8,2022,5298
Audi,audi-q8,2023,841
Audi,audi-q8,2024,76
Audi,audi-q8etron,2000,45952
Audi,audi-q8etron,2001,31653
Audi,audi-q8etron,2002,36189
Audi,audi-q8etron,2003,49114
Audi,audi-q8etron,2004,50852
Audi,audi-q8etron,2005,42528
Audi,audi-q8etron,2006,58055
Audi,audi-q8etron,2007,75243
Audi,audi-q8etron,2008,61618
Audi,audi-q8etron,2009,35839
Audi,audi-q8etron,2010,38046
Audi,audi-q8etron,2011,44053
Audi,audi-q8etron,2012,52345
Audi,audi-q8etron,2013,33913
Audi,audi-q8etron,2014,29975
Audi,audi-q8etron,2015,25225
Audi,audi-q8etron,2016,32744
Audi,audi-q8etron,2017,21898
Audi,audi-q8etron,2018,28951
Audi,audi-q8etron,2019,21055
Audi,audi-q8etron,2020,10030
Audi,audi-q8etron,2021,5490
Audi,audi-q8etron,2022,5298
Audi,audi-q8etron,2023,841
Audi,audi-q8etron,2024,76
Audi,audi-q8sportbacketron,2000,45952
Audi,audi-q8sportbacketron,2001,31653
Audi,audi-q8sportbacketron,2002,36189
Audi,audi-q8sportbacketron,2003,49114
Audi,audi-q8sportbacketron,2004,50852
Audi,audi-q8sportbacketron,2005,42528
Audi,audi-q8sportbacketron,2006,58055
Audi,audi-q8sportbacketron,2007,75243
Audi,audi-q8sportbacketron,2008,61618
Audi,audi-q8sportbacketron,2009,35839
Audi,audi-q8sportbacketron,2010,38046
Audi,audi-q8sportbacketron,2011,44053
Audi,audi-q8sportbacketron,2012,52345
Audi,audi-q8sportbacketron,2013,33913
Audi,audi-q8sportbacketron,2014,29975
Audi,audi-q8sportbacketron,2015,25225
Audi,audi-q8sportbacketron,2016,32744
Audi,audi-q8sportbacketron,2017,21898
Audi,audi-q8sportbacketron,2018,28951
Audi,audi-q8sportbacketron,2019,21055
Audi,audi-q8sportbacketron,2020,10030
Audi,audi-q8sportbacketron,2021,5490
Audi,audi-q8sportbacketron,2022,5298
Audi,audi-q8sportbacketron,2023,841
Audi,audi-q8sportbacketron,2024,76
Audi,audi-r8,2000,45997
Audi,audi-r8,2001,31681
Audi,audi-r8,2002,36202
Audi,audi-r8,2003,49200
Audi,audi-r8,2004,50899
Audi,audi-r8,2005,42581
Audi,audi-r8,2006,58064
Audi,audi-r8,2007,75389
Audi,audi-r8,2008,61642
Audi,audi-r8,2009,35932
Audi,audi-r8,2010,38158
Audi,audi-r8,2011,44084
Audi,audi-r8,2015,25228
Audi,audi-r8,2016,32774
Audi,audi-r8,2017,21912
Audi,audi-r8,2019,21101
Audi,audi-r8,2020,10089
Audi,audi-r8,2021,5530
Audi,audi-r8,2022,5306
Audi,audi-r8,2023,843
Audi,audi-r8,2024,76
Audi,audi-rsq3,2000,45997
Audi,audi-rsq3,2001,31681
Audi,audi-rsq3,2002,36202
Audi,audi-rsq3,2003,49200
Audi,audi-rsq3,2004,50899
Audi,audi-rsq3,2005,42581
Audi,audi-rsq3,2006,58064
Audi,audi-rsq3,2007,75389
Audi,audi-rsq3,2008,61642
Audi,audi-rsq3,2009,35932
Audi,audi-rsq3,2010,38158
Audi,audi-rsq3,2011,44084
Audi,audi-rsq3,2012,52396
Audi,audi-rsq3,2013,33921
Audi,audi-rsq3,2014,29983
Audi,audi-rsq3,2015,25228
Audi,audi-rsq3,2016,32774
Audi,audi-rsq3,2017,21912
Audi,audi-rsq3,2018,28994
Audi,audi-rsq3,2019,21101
Audi,audi-rsq3,2020,10089
Audi,audi-rsq3,2021,5530
Audi,audi-rsq3,2022,5306
Audi,audi-rsq3,2023,843
Audi,audi-rsq3,2024,76
Audi,audi-rsq8,2000,45997
Audi,audi-rsq8,2001,31681
Audi,audi-rsq8,2002,36202
Audi,audi-rsq8,2003,49200
Audi,audi-rsq8,2004,50899
Audi,audi-rsq8,2005,42581
Audi,audi-rsq8,2006,58064
Audi,audi-rsq8,2007,75389
Audi,audi-rsq8,2008,61642
Audi,audi-rsq8,2009,35932
Audi,audi-rsq8,2010,38158
Audi,audi-rsq8,2011,44084
Audi,audi-rsq8,2012,52396
Audi,audi-rsq8,2013,33921
Audi,audi-rsq8,2014,29983
Audi,audi-rsq8,2015,25228
Audi,audi-rsq8,2016,32774
Audi,audi-rsq8,2017,21912
Audi,audi-rsq8,2018,28994
Audi,audi-rsq8,2019,21101
Audi,audi-rsq8,2020,10089
Audi,audi-rsq8,2021,5530
Audi,audi-rsq8,2022,5306
Audi,audi-rsq8,2023,843
Audi,audi-rsq8,2024,76
Audi,audi-rs3,2000,45997
Audi,audi-rs3,2001,31681
Audi,audi-rs3,2002,36202
Audi,audi-rs3,2003,49200
Audi,audi-rs3,2004,50899
Audi,audi-rs3,2005,42581
Audi,audi-rs3,2006,58064
Audi,audi-rs3,2007,75389
Audi,audi-rs3,2008,61642
Audi,audi-rs3,2009,35932
Audi,audi-rs3,2010,38158
Audi,audi-rs3,2011,44084
Audi,audi-rs3,2012,52396
Audi,audi-rs3,2013,33921
Audi,audi-rs3,2014,29983
Audi,audi-rs3,2015,25228
Audi,audi-rs3,2016,32774
Audi,audi-rs3,2017,21912
Audi,audi-rs3,2018,28994
Audi,audi-rs3,2019,21101
Audi,audi-rs3,2020,10089
Audi,audi-rs3,2021,5530
Audi,audi-rs3,2022,5306
Audi,audi-rs3,2023,843
Audi,audi-rs3,2024,76
Audi,audi-rs4,2000,45997
Audi,audi-rs4,2001,31681
Audi,audi-rs4,2002,36202
Audi,audi-rs4,2003,49200
Audi,audi-rs4,2004,50899
Audi,audi-rs4,2005,42581
Audi,audi-rs4,2006,58064
Audi,audi-rs4,2007,75389
Audi,audi-rs4,2008,61642
Audi,audi-rs4,2009,35932
Audi,audi-rs4,2010,38158
Audi,audi-rs4,2011,44084
Audi,audi-rs4,2012,52396
Audi,audi-rs4,2013,33921
Audi,audi-rs4,2014,29983
Audi,audi-rs4,2015,25228
Audi,audi-rs4,2016,32774
Audi,audi-rs4,2017,21912
Audi,audi-rs4,2018,28994
Audi,audi-rs4,2019,21101
Audi,audi-rs4,2020,10089
Audi,audi-rs4,2021,5530
Audi,audi-rs4,2022,5306
Audi,audi-rs4,2023,843
Audi,audi-rs4,2024,76
Audi,audi-rs5,2000,45997
Audi,audi-rs5,2001,31681
Audi,audi-rs5,2002,36202
Audi,audi-rs5,2003,49200
Audi,audi-rs5,2004,50899
Audi,audi-rs5,2005,42581
Audi,audi-rs5,2006,58064
Audi,audi-rs5,2007,75389
Audi,audi-rs5,2008,61642
Audi,audi-rs5,2009,35932
Audi,audi-rs5,2010,38158
Audi,audi-rs5,2011,44084
Audi,audi-rs5,2012,52396
Audi,audi-rs5,2013,33921
Audi,audi-rs5,2014,29983
Audi,audi-rs5,2015,25228
Audi,audi-rs5,2016,32774
Audi,audi-rs5,2017,21912
Audi,audi-rs5,2018,28994
Audi,audi-rs5,2019,21101
Audi,audi-rs5,2020,10089
Audi,audi-rs5,2021,5530
Audi,audi-rs5,2022,5306
Audi,audi-rs5,2023,843
Audi,audi-rs5,2024,76
Audi,audi-rs6,2000,45777
Audi,audi-rs6,2001,31542
Audi,audi-rs6,2002,36020
Audi,audi-rs6,2003,49035
Audi,audi-rs6,2004,50668
Audi,audi-rs6,2005,42392
Audi,audi-rs6,2006,57854
Audi,audi-rs6,2007,75172
Audi,audi-rs6,2008,61593
Audi,audi-rs6,2009,35793
Audi,audi-rs6,2010,38084
Audi,audi-rs6,2011,43993
Audi,audi-rs6,2012,52352
Audi,audi-rs6,2013,33921
Audi,audi-rs6,2014,29972
Audi,audi-rs6,2015,25222
Audi,audi-rs6,2016,32766
Audi,audi-rs6,2017,21910
Audi,audi-rs6,2018,28994
Audi,audi-rs6,2019,21104
Audi,audi-rs6,2020,10089
Audi,audi-rs6,2021,5531
Audi,audi-rs6,2022,5305
Audi,audi-rs6,2023,843
Audi,audi-rs6,2024,76
Audi,audi-rs7,2000,45777
Audi,audi-rs7,2001,31542
Audi,audi-rs7,2002,36020
Audi,audi-rs7,2003,49035
Audi,audi-rs7,2004,50668
Audi,audi-rs7,2005,42392
Audi,audi-rs7,2006,57854
Audi,audi-rs7,2007,75172
Audi,audi-rs7,2008,61593
Audi,audi-rs7,2009,35793
Audi,audi-rs7,2010,38084
Audi,audi-rs7,2011,43993
Audi,audi-rs7,2012,52352
Audi,audi-rs7,2013,33913
Audi,audi-rs7,2014,29972
Audi,audi-rs7,2015,25222
Audi,audi-rs7,2016,32766
Audi,audi-rs7,2017,21910
Audi,audi-rs7,2018,28994
Audi,audi-rs7,2019,21104
Audi,audi-rs7,2020,10089
Audi,audi-rs7,2021,5531
Audi,audi-rs7,2022,5305
Audi,audi-rs7,2023,843
Audi,audi-rs7,2024,76
Audi,audi-s1,2000,45777
Audi,audi-s1,2001,31542
Audi,audi-s1,2002,36020
Audi,audi-s1,2003,49035
Audi,audi-s1,2004,50668
Audi,audi-s1,2005,42392
Audi,audi-s1,2006,57854
Audi,audi-s1,2007,75172
Audi,audi-s1,2008,61593
Audi,audi-s1,2009,35793
Audi,audi-s1,2010,38084
Audi,audi-s1,2011,43993
Audi,audi-s1,2012,52352
Audi,audi-s1,2013,33913
Audi,audi-s1,2014,29972
Audi,audi-s1,2015,25222
Audi,audi-s1,2016,32766
Audi,audi-s1,2017,21910
Audi,audi-s1,2018,29003
Audi,audi-s1,2019,21104
Audi,audi-s1,2020,10089
Audi,audi-s1,2021,5531
Audi,audi-s1,2022,5305
Audi,audi-s1,2023,843
Audi,audi-s1,2024,76
Audi,audi-s4,2000,45777
Audi,audi-s4,2001,31542
Audi,audi-s4,2002,36020
Audi,audi-s4,2003,49035
Audi,audi-s4,2004,50668
Audi,audi-s4,2005,42392
Audi,audi-s4,2006,57854
Audi,audi-s4,2007,75172
Audi,audi-s4,2008,61593
Audi,audi-s4,2009,35793
Audi,audi-s4,2010,38084
Audi,audi-s4,2011,43993
Audi,audi-s4,2012,52352
Audi,audi-s4,2013,33913
Audi,audi-s4,2014,29972
Audi,audi-s4,2015,25222
Audi,audi-s4,2016,32766
Audi,audi-s4,2017,21910
Audi,audi-s4,2018,29003
Audi,audi-s4,2019,21104
Audi,audi-s4,2020,10089
Audi,audi-s4,2021,5531
Audi,audi-s4,2022,5305
Audi,audi-s4,2023,843
Audi,audi-s4,2024,76
Audi,audi-s5,2000,45777
Audi,audi-s5,2001,31542
Audi,audi-s5,2002,36020
Audi,audi-s5,2003,49035
Audi,audi-s5,2004,50668
Audi,audi-s5,2005,42392
Audi,audi-s5,2006,57854
Audi,audi-s5,2007,75172
Audi,audi-s5,2008,61593
Audi,audi-s5,2009,35793
Audi,audi-s5,2010,38084
Audi,audi-s5,2011,43993
Audi,audi-s5,2012,52352
Audi,audi-s5,2013,33913
Audi,audi-s5,2014,29972
Audi,audi-s5,2015,25222
Audi,audi-s5,2016,32766
Audi,audi-s5,2017,21910
Audi,audi-s5,2018,29003
Audi,audi-s5,2019,21104
Audi,audi-s5,2020,10089
Audi,audi-s5,2021,5531
Audi,audi-s5,2022,5305
Audi,audi-s5,2023,843
Audi,audi-s5,2024,76
Audi,audi-s6,2000,45777
Audi,audi-s6,2001,31542
Audi,audi-s6,2002,36020
Audi,audi-s6,2003,49035
Audi,audi-s6,2004,50668
Audi,audi-s6,2005,42392
Audi,audi-s6,2006,57854
Audi,audi-s6,2007,75172
Audi,audi-s6,2008,61593
Audi,audi-s6,2009,35793
Audi,audi-s6,2010,38084
Audi,audi-s6,2011,43993
Audi,audi-s6,2012,52352
Audi,audi-s6,2013,33913
Audi,audi-s6,2014,29972
Audi,audi-s6,2015,25222
Audi,audi-s6,2016,32766
Audi,audi-s6,2017,21910
Audi,audi-s6,2018,29003
Audi,audi-s6,2019,21104
Audi,audi-s6,2020,10089
Audi,audi-s6,2021,5531
Audi,audi-s6,2022,5305
Audi,audi-s6,2023,843
Audi,audi-s6,2024,76
Audi,audi-s7,2000,45777
Audi,audi-s7,2001,31542
Audi,audi-s7,2002,36020
Audi,audi-s7,2003,49035
Audi,audi-s7,2004,50668
Audi,audi-s7,2005,42392
Audi,audi-s7,2006,57854
Audi,audi-s7,2007,75172
Audi,audi-s7,2008,61593
Audi,audi-s7,2009,35793
Audi,audi-s7,2010,38084
Audi,audi-s7,2011,43993
Audi,audi-s7,2012,52352
Audi,audi-s7,2013,33913
Audi,audi-s7,2014,29972
Audi,audi-s7,2015,25222
Audi,audi-s7,2016,32766
Audi,audi-s7,2017,21910
Audi,audi-s7,2018,29003
Audi,audi-s7,2019,21104
Audi,audi-s7,2020,10089
Audi,audi-s7,2021,5531
Audi,audi-s7,2022,5305
Audi,audi-s7,2023,843
Audi,audi-s7,2024,76
Audi,audi-s8,2000,45777
Audi,audi-s8,2001,31542
Audi,audi-s8,2002,36020
Audi,audi-s8,2003,49035
Audi,audi-s8,2004,50668
Audi,audi-s8,2005,42392
Audi,audi-s8,2006,57854
Audi,audi-s8,2007,75172
Audi,audi-s8,2008,61593
Audi,audi-s8,2009,35793
Audi,audi-s8,2010,38084
Audi,audi-s8,2011,43993
Audi,audi-s8,2012,52352
Audi,audi-s8,2013,33913
Audi,audi-s8,2014,29972
Audi,audi-s8,2015,25222
Audi,audi-s8,2016,32766
Audi,audi-s8,2017,21910
Audi,audi-s8,2018,29003
Audi,audi-s8,2019,21104
Audi,audi-s8,2020,10089
Audi,audi-s8,2021,5531
Audi,audi-s8,2022,5305
Audi,audi-s8,2023,843
Audi,audi-s8,2024,76
Audi,audi-sq5,2000,46010
Audi,audi-sq5,2001,31670
Audi,audi-sq5,2002,36183
Audi,audi-sq5,2003,49185
Audi,audi-sq5,2004,50887
Audi,audi-sq5,2005,42596
Audi,audi-sq5,2006,58064
Audi,audi-sq5,2007,75410
Audi,audi-sq5,2008,61652
Audi,audi-sq5,2009,35950
Audi,audi-sq5,2010,38179
Audi,audi-sq5,2011,44094
Audi,audi-sq5,2012,52409
Audi,audi-sq5,2013,33919
Audi,audi-sq5,2014,30019
Audi,audi-sq5,2015,25230
Audi,audi-sq5,2016,32781
Audi,audi-sq5,2017,21910
Audi,audi-sq5,2018,29003
Audi,audi-sq5,2019,21104
Audi,audi-sq5,2020,10087
Audi,audi-sq5,2021,5524
Audi,audi-sq5,2022,5304
Audi,audi-sq5,2023,843
Audi,audi-sq5,2024,76
Audi,audi-sq7,2000,46010
Audi,audi-sq7,2001,31670
Audi,audi-sq7,2002,36183
Audi,audi-sq7,2003,49185
Audi,audi-sq7,2004,50887
Audi,audi-sq7,2005,42596
Audi,audi-sq7,2006,58064
Audi,audi-sq7,2007,75410
Audi,audi-sq7,2008,61652
Audi,audi-sq7,2009,35950
Audi,audi-sq7,2010,38179
Audi,audi-sq7,2011,44094
Audi,audi-sq7,2012,52409
Audi,audi-sq7,2013,33919
Audi,audi-sq7,2014,30019
Audi,audi-sq7,2015,25230
Audi,audi-sq7,2016,32781
Audi,audi-sq7,2017,21910
Audi,audi-sq7,2018,28997
Audi,audi-sq7,2019,21104
Audi,audi-sq7,2020,10087
Audi,audi-sq7,2021,5524
Audi,audi-sq7,2022,5304
Audi,audi-sq7,2023,843
Audi,audi-sq7,2024,76
Audi,audi-sq8,2000,46010
Audi,audi-sq8,2001,31670
Audi,audi-sq8,2002,36183
Audi,audi-sq8,2003,49185
Audi,audi-sq8,2004,50887
Audi,audi-sq8,2005,42596
Audi,audi-sq8,2006,58064
Audi,audi-sq8,2007,75410
Audi,audi-sq8,2008,61652
Audi,audi-sq8,2009,35950
Audi,audi-sq8,2010,38179
Audi,audi-sq8,2011,44094
Audi,audi-sq8,2012,52409
Audi,audi-sq8,2013,33919
Audi,audi-sq8,2014,30019
Audi,audi-sq8,2015,25230
Audi,audi-sq8,2016,32781
Audi,audi-sq8,2017,21910
Audi,audi-sq8,2018,28997
Audi,audi-sq8,2019,21104
Audi,audi-sq8,2020,10087
Audi,audi-sq8,2021,5524
Audi,audi-sq8,2022,5304
Audi,audi-sq8,2023,843
Audi,audi-sq8,2024,76
Audi,audi-tt,2000,46010
Audi,audi-tt,2001,31670
Audi,audi-tt,2002,36183
Audi,audi-tt,2003,49185
Audi,audi-tt,2004,50887
Audi,audi-tt,2005,42596
Audi,audi-tt,2006,58064
Audi,audi-tt,2007,75410
Audi,audi-tt,2008,61652
Audi,audi-tt,2009,35950
Audi,audi-tt,2010,38179
Audi,audi-tt,2011,44094
Audi,audi-tt,2012,52409
Audi,audi-tt,2013,33919
Audi,audi-tt,2014,30019
Audi,audi-tt,2015,25230
Audi,audi-tt,2016,32781
Audi,audi-tt,2017,21910
Audi,audi-tt,2018,28997
Audi,audi-tt,2019,21104
Audi,audi-tt,2020,10087
Audi,audi-tt,2021,5524
Audi,audi-tt,2022,5304
Audi,audi-tt,2023,843
Audi,audi-tt,2024,76
Audi,audi-ttrs,2000,46010
Audi,audi-ttrs,2001,31670
Audi,audi-ttrs,2002,36183
Audi,audi-ttrs,2003,49185
Audi,audi-ttrs,2004,50887
Audi,audi-ttrs,2005,42596
Audi,audi-ttrs,2006,58064
Audi,audi-ttrs,2007,75410
Audi,audi-ttrs,2008,61652
Audi,audi-ttrs,2009,35950
Audi,audi-ttrs,2010,38179
Audi,audi-ttrs,2011,44094
Audi,audi-ttrs,2012,52409
Audi,audi-ttrs,2013,33919
Audi,audi-ttrs,2014,30019
Audi,audi-ttrs,2015,25230
Audi,audi-ttrs,2016,32781
Audi,audi-ttrs,2017,21910
Audi,audi-ttrs,2018,28997
Audi,audi-ttrs,2019,21104
Audi,audi-ttrs,2020,10087
Audi,audi-ttrs,2021,5524
Audi,audi-ttrs,2022,5304
Audi,audi-ttrs,2023,843
Audi,audi-ttrs,2024,76
Audi,audi-tts,2000,46010
Audi,audi-tts,2001,31670
Audi,audi-tts,2002,36183
Audi,audi-tts,2003,49185
Audi,audi-tts,2004,50887
Audi,audi-tts,2005,42596
Audi,audi-tts,2006,58064
Audi,audi-tts,2007,75410
Audi,audi-tts,2008,61652
Audi,audi-tts,2009,35950
Audi,audi-tts,2010,38179
Audi,audi-tts,2011,44094
Audi,audi-tts,2012,52409
Audi,audi-tts,2013,33919
Audi,audi-tts,2014,30019
Audi,audi-tts,2015,25230
Audi,audi-tts,2016,32781
Audi,audi-tts,2017,21910
Audi,audi-tts,2018,28997
Audi,audi-tts,2019,21104
Audi,audi-tts,2020,10087
Audi,audi-tts,2021,5524
Audi,audi-tts,2022,5304
Audi,audi-tts,2023,843
Audi,audi-tts,2024,76
Audi,audi-v8,2000,46010
Audi,audi-v8,2001,31670
Audi,audi-v8,2002,36183
Audi,audi-v8,2003,49185
Audi,audi-v8,2004,50887
Audi,audi-v8,2005,42596
Audi,audi-v8,2006,58064
Audi,audi-v8,2007,75410
Audi,audi-v8,2008,61652
Audi,audi-v8,2009,35950
Audi,audi-v8,2010,38179
Audi,audi-v8,2011,44094
Audi,audi-v8,2012,52409
Audi,audi-v8,2013,33919
Audi,audi-v8,2014,30019
Audi,audi-v8,2015,25230
Audi,audi-v8,2016,32781
Audi,audi-v8,2017,21910
Audi,audi-v8,2018,28997
Audi,audi-v8,2019,21104
Audi,audi-v8,2020,10087
Audi,audi-v8,2021,5524
Audi,audi-v8,2022,5304
Audi,audi-v8,2023,843
Audi,audi-v8,2024,76
Austin,austin-metro,2000,0
Austin,austin-metro,2001,0
Austin,austin-metro,2002,0
Austin,austin-metro,2003,0
Austin,austin-metro,2004,0
Austin,austin-metro,2005,0
Austin,austin-metro,2006,0
Austin,austin-metro,2007,0
Austin,austin-metro,2008,0
Austin,austin-metro,2009,0
Austin,austin-metro,2010,0
Austin,austin-metro,2011,0
Austin,austin-metro,2012,0
Austin,austin-metro,2013,0
Austin,austin-metro,2014,0
Austin,austin-metro,2015,0
Austin,austin-metro,2016,0
Austin,austin-metro,2017,0
Austin,austin-metro,2018,0
Austin,austin-metro,2019,0
Austin,austin-metro,2020,0
Austin,austin-metro,2021,0
Austin,austin-metro,2022,0
Austin,austin-metro,2023,0
Austin,austin-metro,2024,0
Austin,austin-montego,2000,0
Austin,austin-montego,2001,0
Austin,austin-montego,2002,0
Austin,austin-montego,2003,0
Austin,austin-montego,2004,0
Austin,austin-montego,2005,0
Austin,austin-montego,2006,0
Austin,austin-montego,2007,0
Austin,austin-montego,2008,0
Austin,austin-montego,2009,0
Austin,austin-montego,2010,0
Austin,austin-montego,2011,0
Austin,austin-montego,2012,0
Austin,austin-montego,2013,0
Austin,austin-montego,2014,0
Austin,austin-montego,2015,0
Austin,austin-montego,2016,0
Austin,austin-montego,2017,0
Austin,austin-montego,2018,0
Austin,austin-montego,2019,0
Austin,austin-montego,2020,0
Austin,austin-montego,2021,0
Austin,austin-montego,2022,0
Austin,austin-montego,2023,0
Austin,austin-montego,2024,0
BAIC,baic-206c,2000,0
BAIC,baic-206c,2001,0
BAIC,baic-206c,2002,0
BAIC,baic-206c,2003,0
BAIC,baic-206c,2004,0
BAIC,baic-206c,2005,0
BAIC,baic-206c,2006,0
BAIC,baic-206c,2007,0
BAIC,baic-206c,2008,0
BAIC,baic-206c,2009,0
BAIC,baic-206c,2010,0
BAIC,baic-206c,2011,0
BAIC,baic-206c,2012,0
BAIC,baic-206c,2013,0
BAIC,baic-206c,2014,0
BAIC,baic-206c,2015,1
BAIC,baic-206c,2016,0
BAIC,baic-206c,2017,0
BAIC,baic-206c,2018,0
BAIC,baic-206c,2019,0
BAIC,baic-206c,2020,0
BAIC,baic-206c,2021,0
BAIC,baic-206c,2022,0
BAIC,baic-206c,2023,0
BAIC,baic-206c,2024,0
BAW,baw-fenix,2000,0
BAW,baw-fenix,2001,0
BAW,baw-fenix,2002,0
BAW,baw-fenix,2003,0
BAW,baw-fenix,2004,0
BAW,baw-fenix,2005,1
BAW,baw-fenix,2006,2
BAW,baw-fenix,2007,1
BAW,baw-fenix,2008,4
BAW,baw-fenix,2009,0
BAW,baw-fenix,2010,0
BAW,baw-fenix,2011,3
BAW,baw-fenix,2012,1
BAW,baw-fenix,2013,6
BAW,baw-fenix,2014,1
BAW,baw-fenix,2015,2
BAW,baw-fenix,2016,0
BAW,baw-fenix,2017,0
BAW,baw-fenix,2018,0
BAW,baw-fenix,2019,0
BAW,baw-fenix,2020,0
BAW,baw-fenix,2021,0
BAW,baw-fenix,2022,0
BAW,baw-fenix,2023,0
BAW,baw-fenix,2024,0
Belgee,belgee-x50,2000,0
Belgee,belgee-x50,2001,0
Belgee,belgee-x50,2002,0
Belgee,belgee-x50,2003,0
Belgee,belgee-x50,2004,0
Belgee,belgee-x50,2005,0
Belgee,belgee-x50,2006,0
Belgee,belgee-x50,2007,0
Belgee,belgee-x50,2008,0
Belgee,belgee-x50,2009,0
Belgee,belgee-x50,2010,0
Belgee,belgee-x50,2011,0
Belgee,belgee-x50,2012,0
Belgee,belgee-x50,2013,0
Belgee,belgee-x50,2014,0
Belgee,belgee-x50,2015,0
Belgee,belgee-x50,2016,0
Belgee,belgee-x50,2017,0
Belgee,belgee-x50,2018,0
Belgee,belgee-x50,2019,1
Belgee,belgee-x50,2020,0
Belgee,belgee-x50,2021,0
Belgee,belgee-x50,2022,3
Belgee,belgee-x50,2023,36
Belgee,belgee-x50,2024,1
Bentley,bentley-arnage,2000,0
Bentley,bentley-arnage,2001,3
Bentley,bentley-arnage,2002,15
Bentley,bentley-arnage,2003,28
Bentley,bentley-arnage,2004,18
Bentley,bentley-arnage,2005,35
Bentley,bentley-arnage,2006,59
Bentley,bentley-arnage,2007,484
Bentley,bentley-arnage,2008,21
Bentley,bentley-arnage,2009,59
Bentley,bentley-arnage,2010,82
Bentley,bentley-arnage,2011,536
Bentley,bentley-arnage,2012,493
Bentley,bentley-arnage,2013,135
Bentley,bentley-arnage,2014,193
Bentley,bentley-arnage,2015,949
Bentley,bentley-arnage,2016,263
Bentley,bentley-arnage,2017,240
Bentley,bentley-arnage,2018,131
Bentley,bentley-arnage,2019,23
Bentley,bentley-arnage,2020,47
Bentley,bentley-arnage,2021,9
Bentley,bentley-arnage,2022,3
Bentley,bentley-arnage,2023,0
Bentley,bentley-arnage,2024,4
Bentley,bentley-azure,2000,0
Bentley,bentley-azure,2001,3
Bentley,bentley-azure,2002,15
Bentley,bentley-azure,2003,28
Bentley,bentley-azure,2004,18
Bentley,bentley-azure,2005,35
Bentley,bentley-azure,2006,59
Bentley,bentley-azure,2007,484
Bentley,bentley-azure,2008,21
Bentley,bentley-azure,2009,59
Bentley,bentley-azure,2010,82
Bentley,bentley-azure,2011,536
Bentley,bentley-azure,2012,493
Bentley,bentley-azure,2013,135
Bentley,bentley-azure,2014,193
Bentley,bentley-azure,2015,949
Bentley,bentley-azure,2016,263
Bentley,bentley-azure,2017,240
Bentley,bentley-azure,2018,131
Bentley,bentley-azure,2019,23
Bentley,bentley-azure,2020,47
Bentley,bentley-azure,2021,9
Bentley,bentley-azure,2022,3
Bentley,bentley-azure,2023,0
Bentley,bentley-azure,2024,4
Bentley,bentley-bentayga,2000,0
Bentley,bentley-bentayga,2001,3
Bentley,bentley-bentayga,2002,15
Bentley,bentley-bentayga,2003,28
Bentley,bentley-bentayga,2004,18
Bentley,bentley-bentayga,2005,35
Bentley,bentley-bentayga,2006,59
Bentley,bentley-bentayga,2007,484
Bentley,bentley-bentayga,2008,21
Bentley,bentley-bentayga,2009,59
Bentley,bentley-bentayga,2010,82
Bentley,bentley-bentayga,2011,536
Bentley,bentley-bentayga,2012,493
Bentley,bentley-bentayga,2013,135
Bentley,bentley-bentayga,2014,193
Bentley,bentley-bentayga,2015,949
Bentley,bentley-bentayga,2016,263
Bentley,bentley-bentayga,2017,240
Bentley,bentley-bentayga,2018,131
Bentley,bentley-bentayga,2019,23
Bentley,bentley-bentayga,2020,47
Bentley,bentley-bentayga,2021,9
Bentley,bentley-bentayga,2022,3
Bentley,bentley-bentayga,2023,0
Bentley,bentley-bentayga,2024,4
Bentley,bentley-continental,2000,0
Bentley,bentley-continental,2001,3
Bentley,bentley-continental,2002,15
Bentley,bentley-continental,2003,28
Bentley,bentley-continental,2004,18
Bentley,bentley-continental,2005,35
Bentley,bentley-continental,2006,59
Bentley,bentley-continental,2007,484
Bentley,bentley-continental,2008,21
Bentley,bentley-continental,2009,59
Bentley,bentley-continental,2010,82
Bentley,bentley-continental,2011,536
Bentley,bentley-continental,2012,493
Bentley,bentley-continental,2013,135
Bentley,bentley-continental,2014,193
Bentley,bentley-continental,2015,949
Bentley,bentley-continental,2016,263
Bentley,bentley-continental,2017,240
Bentley,bentley-continental,2018,131
Bentley,bentley-continental,2019,23
Bentley,bentley-continental,2020,47
Bentley,bentley-continental,2021,9
Bentley,bentley-continental,2022,3
Bentley,bentley-continental,2023,0
Bentley,bentley-continental,2024,4
Bentley,bentley-continentalgt,2000,0
Bentley,bentley-continentalgt,2001,3
Bentley,bentley-continentalgt,2002,15
Bentley,bentley-continentalgt,2003,28
Bentley,bentley-continentalgt,2004,18
Bentley,bentley-continentalgt,2005,35
Bentley,bentley-continentalgt,2006,59
Bentley,bentley-continentalgt,2007,484
Bentley,bentley-continentalgt,2008,21
Bentley,bentley-continentalgt,2009,59
Bentley,bentley-continentalgt,2010,82
Bentley,bentley-continentalgt,2011,536
Bentley,bentley-continentalgt,2012,493
Bentley,bentley-continentalgt,2013,135
Bentley,bentley-continentalgt,2014,193
Bentley,bentley-continentalgt,2015,949
Bentley,bentley-continentalgt,2016,263
Bentley,bentley-continentalgt,2017,240
